perfume_id,name,price,description,rate,rating_count,image,brand,brandid,gender,product_type,character_x,fragrance_family,size,year,ingredients,concentration,top_note,middle_note,base_note,source,language,file_format,image_resolution,data_source_url,status,created,created_by,updated,updated_by,last_verified
7f745771-8073-413c-a3cb-232609f8827f,Roberto Cavalli Uomo Roberto Cavalli,167,"an elegant oriental fragrance for men that gives you great natural confidence and temptation, with a mixture of black violet, honey, and tonka beans.
About the brand:
Browse a wide range of original Roberto Cavalli perfumes, straight outta Italy. It would be safe to say that Roberto Cavalli has been successful in preserving its heritage and legacy.",4.75,12 Rating,https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfume_roberto_cavalli_perfumes_uomo_for_men_eau_de_toilette.jpg,Roberto Cavalli,312,Men,Perfume,Romantic,Oriental,100 ml,2016.0,"Black Violet, Saffron, Honey, Lavender, Cedarwood, Patchouli, Tonka.",Eau de Toilette,"Black violet, Saffron","Honey, Lavender","Cedarwood, Patchouli, Tonka.",perfume_recommender_dataset,en,png,750x750,https://raw.githubusercontent.com/rawanalqarni/Perfumes_Recommender/main/Datasets/Dataset.csv,active,2025-07-10,Maximilian.Wilke,2025-07-10,Maximilian.Wilke,2025-07-10 14:47:13
3b1d1c24-5bc7-4361-be38-78edb786a28f,Mancera Roses Vanille,409,"The perfumer Pierre Mancera presents Roses Vanille which hits you first with notes of fresh lemon of calabria and then sneaks on you with turkish delight and rose with the base notes of cedarwood, intense vanilla & white musk, which lingers on with you the whole day long with Sweet enough to capture you, rich enough to keep you and complex enough to seduce you fragrance.
About the brand:
Perfumer Pierre Montale started Manceraâ€™s brand in 2008 and opened his first Mancera luxurious perfume boutique at Place Vendome in Paris. Mancera perfumes are known for being made from precious and luxurious ingredients, rare and refined materials.",4.93,18 Rating,https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/m/a/mancera_roses_vanille_3_1.jpg,Mancera,235,Women,Perfume,Feminine,Floral,120 ml,2017.0,"Fresh Lemon of Calabria, Turkish delight with Rose, Cedarwood, Intense Vanilla & White Musk",Eau de Parfum,Fresh Lemon of Calabria,"Turkish delight, Rose","Cedarwood, Intense Vanilla & White Musk",perfume_recommender_dataset,en,png,750x750,https://raw.githubusercontent.com/rawanalqarni/Perfumes_Recommender/main/Datasets/Dataset.csv,active,2025-07-10,Maximilian.Wilke,2025-07-10,Maximilian.Wilke,2025-07-10 14:47:13
c085ddc4-b382-4d07-a6d1-a8a1a207501b,Boucheron Quatre Pour Femme,240,"A fresh fragrance with delicious fruits of peach, strawberry, mandarin, orange, and apple that mixes with a soft and delicate scent of jasmine. This fragrance will touch your soul and adds a strong sense of happiness and beauty from the first moment.
About the brand:
Boucheron is a large French family whose founder was Friedrich Boucheron in 1958, the family became famous for making precious and luxurious jewelry and opened the first boutique at Place VendÃƒÂ´me in Paris to offer that jewelry to the public and then invaded the world of parfumes for the first time in 1988 and the first parfume launched in this year is parfume The women's Bushoron, which soon spread to France and abroad",5,4 Rating,https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfume_boucheron_perfumes_quatre_pour_femme_for_women_eau_de_perfum.jpg,Boucheron,63,Women,Perfume,Romantic,Fruity,50 ml,2015.0,"Mandarin, orange, lemon, grapefruit, strawberry, rose, peach, jasmine, apple, cedar, vanilla, cashmere, caramel",Eau de Parfum,"Mandarin, orange, lemon, grapefruit","Strawberry, rose, peach, jasmine, apple","Cedarwood, vanilla, cashmere, caramel",perfume_recommender_dataset,en,png,750x750,https://raw.githubusercontent.com/rawanalqarni/Perfumes_Recommender/main/Datasets/Dataset.csv,active,2025-07-10,Maximilian.Wilke,2025-07-10,Maximilian.Wilke,2025-07-10 14:47:13
c96a3f15-bba1-42c9-a4a2-d1ef1be2e9bf,Mont Blanc Explorer,205,"It is an amazing woody fragrance, designed for men. It's a fragrance that tells the story of adventures, quests and aspirations, in addition to exploring the world. High notes consist of Clary Sage, Pink Pepper, Bergamot, while bottom notes consist of Vetiver, Leather, Cedarwood. This complete blend gives an attractive fragrance.
About the brand:
The Mont Blanc is named after the snow-capped peak of the Alps. The firm has made a mark in the market for prestigious writing instruments for years, but has also expanded into a plethora of different product lines, from Swiss-made watches to eyewear and fragrances in an attempt to complete the luxurious lifestyle, all capped with the emblematic white peak design. The Mont Blanc has distinctive fragrances which are reminders of special moments, aimed at men and women who know how to distinguish themselves in a royal, elegant manner.",4.42,13 Rating,https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/3/3386460101035c-mont-blanc-explorer---100-ml.jpg,Mont Blanc,256,Men,Perfume,Romantic,Aromatic,100 ml,2019.0,"Bergamot, Pink Pepper, Clary, Sage, Leather, Haitian, Vetiver, Indonesian Patchouli, Leaf Cacao, Akigalawood",Eau de Parfum,"Clary Sage, Pink Pepper, Bergamot","Patchouli, Mahonial, Ambrofix","Vetiver, Leather, Cedarwood",perfume_recommender_dataset,en,png,750x750,https://raw.githubusercontent.com/rawanalqarni/Perfumes_Recommender/main/Datasets/Dataset.csv,active,2025-07-10,Maximilian.Wilke,2025-07-10,Maximilian.Wilke,2025-07-10 14:47:13
cd4c9995-d386-4cc7-975b-7a1a4342c8b7,Roberto Cavalli Paradiso Azzurro,174,"A floral fragrance for women inspired by the pictures of the golden light of the sunrise over the blue Mediterranean waters, with its enchanting blend of bergamot, peach, Kashmiri wood and vanilla.
About the brand:
Browse a wide range of original Roberto Cavalli perfumes, straight outta Italy. It would be safe to say that Roberto Cavalli has been successful in preserving its heritage and legacy.",5,3 Rating,https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfume_roberto_cavalli_perfumes_paradiso_azzurro_for_women_eau_de_parfum.jpg,Roberto Cavalli,312,Women,Perfume,Romantic,Floral,50 ml,2015.0,"Citrus freshness, bergamot, lavender, wild jasmine, petals, cypress, cashmere.",Eau de Parfum,"Citrus, Bergamot, Lavender","wild jasmine, petals","Cypress, Cashmere woods",perfume_recommender_dataset,en,png,750x750,https://raw.githubusercontent.com/rawanalqarni/Perfumes_Recommender/main/Datasets/Dataset.csv,active,2025-07-10,Maximilian.Wilke,2025-07-10,Maximilian.Wilke,2025-07-10 14:47:13
dda4bff4-4af5-4d29-84bb-1e2a423da837,Parfums de Marly Layton Exclusif EDP,1438,"Luxurious woody fragrance made of the most rare components around the world. It all starts with notes of almond and bergamot mixed with sweetness of mandarin orange. The watery notes add some touch to the scent, which make it special. The rich heart has notes of rose and gardenia, mixed with geranium and the delicate water lily. The base has accords of guaiac wood, mixed with luxurious oud and Indonesian Patchouli and the amazing sandalwood. The notes of amber and oakmoss, mixed with pink pepper and vanilla adds to the richness of the composition.
About the brand:
Parfums de Marly is a French global brand that specializes in luxury perfumes and offers an original concept of luxury perfumes inspired from the eighteenth century, when the best perfumes were made for King Louis XV as an appreciation for the prestigious horse races in which he was expert.",none,none,https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/7/3700578518149_marly_layton_exclusif_edition_royal.jpg,Parfums de Marly,290,Women,Perfume,Romantic,Floral Oriental,125 ml,2017.0,"Almond, Mandarin Orange, Bergamot, Watery Notes, Civet, Geranium, Rose, Gardenia, Water Lily, Guaiac Wood, Laotian Oud, Vanilla, Coffee, Sandalwood, Indonesian Patchouli Leaf, Oakmoss, Amber, Pink Pepper",Eau de Parfum,"Almond, Mandarin Orange, Bergamot, Watery Notes","Civet, Geranium, Rose, Gardenia, Water Lily","Guaiac Wood, Laotian Oud, Vanilla, Coffee, Sandalwood, Indonesian Patchouli Leaf, Oakmoss, Amber, Pink Pepper",perfume_recommender_dataset,en,png,750x750,https://raw.githubusercontent.com/rawanalqarni/Perfumes_Recommender/main/Datasets/Dataset.csv,active,2025-07-10,Maximilian.Wilke,2025-07-10,Maximilian.Wilke,2025-07-10 14:47:13
ffd6ef29-d6de-41ee-b4b8-23c8ec0c1996,Juicy Couture Viva La Juicy,252,"alluring and charming, this fragrance is inspired by the sparkling girl. the Viva la Juicy girl finds priceless elegance in the everyday. Viva la Juicy mixes attractive wild berries and mandarin with creamy vanilla, praline, jasmine, and honeysuckle. Hugging the imprint Juicy addiction, Viva la Juicy is both hilarious and charming.
About the brand:
Juicy Couture is a fashion brand, it has become popular in designing men's tuxedos, and it also creates many different product lines such as Juicy Couture, Couture Couture, Juicy for Men, pets for children and pets as well. Then it released its first parfume in 2006 and its latest releases in 2020.",4.75,6 Rating,https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/j/u/juicy_couture_viva_la_juicy.jpg,Juicy Couture,185,Women,Perfume,Romantic,Fruity,100 ml,2008.0,"mandarin, Cranberry, Honeysuckle, Gardenia, Jasmine, amber, Caramel, Almond Candy, Sandalwood, Vanilla",Eau de Parfum,"mandarin, Cranberry","capricorn, Gardenia, Jasmine,","Amber, Caramel, Almond Candy, Sandalwood, Vanilla",perfume_recommender_dataset,en,png,750x750,https://raw.githubusercontent.com/rawanalqarni/Perfumes_Recommender/main/Datasets/Dataset.csv,active,2025-07-10,Maximilian.Wilke,2025-07-10,Maximilian.Wilke,2025-07-10 14:47:13
d5fff245-d80e-43e7-bdd5-e279084bf1fc,Maqam Base of Soul EDP - 120 ml,319,"It takes only one encounter to fall in love with this oriental fragrance & reside in your memories forever! It has been composed as a sensual aroma, taking you on a profound journey into the world of Eastern notes. You will wander between saffron & rose elegance, settling on a soulful base combined by musk & sandalwood.
About the brand:
A brand designed to capture the essence of Arabian literature & honor the beauty of its written poems. Each fragrance from Maqam has been designed with famous Golden verses, to carry both exotic blends & inspiring words. These timeless fragrances are not easy to resist nor to be forgotten. Maqam was created by the founders of SaribÃ‚Â® - An Arabian perfume house, to capture the magic behind Arabian words & aromatic components, added into creatively crafted bottles to present its luxurious scents perfectly.
Get to know SaribÃ‚Â®:
""A Story Behind Every Perfume"" Introducing Arabian aromatic drops with a unique approach that combines modern heritage and western inspiration. Each has its own identity with the finest ingredients & aromatic notes.
*Approved by the Saudi Food & Drug Authority",5,1 Rating,https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/m/a/maqam_base_of_soul-2.png,Maqam,237,Women,Perfume,Romantic,Oriental,120 ml,2020.0,"Saffron, Rose, Musk, Sandalwod",Eau de Parfum,Saffron,Rose,"Musk, Sandalwod",perfume_recommender_dataset,en,png,750x750,https://raw.githubusercontent.com/rawanalqarni/Perfumes_Recommender/main/Datasets/Dataset.csv,active,2025-07-10,Maximilian.Wilke,2025-07-10,Maximilian.Wilke,2025-07-10 14:47:13
d1f9113f-4c48-4eb1-a2ee-791ff8e13af6,The Finest Rose EDP - 100 ml,249,"""Luxurious, Floral and soft""
A fragrant blend with endless creativity! Luxurious with its saffron component, Floral thanks to its Bulgarian rose notes and lilies, and soft from its attractive and romantic musk notes. This distinctive fragrance will not leave your side, as it lasts for long hours, and brings out a harmonious & beautiful Rose scent.
About the brand:
Discover this collection of charming & velvety oriental perfumes ""The Finest"". A luxurious set characterized by its elegance & charm, introducing the most endearing Arabic notes in its essence. Ã¢â‚¬Å“The FinestÃ¢â‚¬Â offers a new take on Oriental fragrances, revealing its uniqueness through its main 3 fragrances: Oud, Rose & Amber.",5,2 Rating,https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/t/h/the-finest-rose.jpg,The Finest,345,Women,Perfume,Romantic,Floral,100 ml,2017.0,"Saffron, Bulgarian Rose, Musk",Eau de Parfum,Saffron,Bulgarian Rose,Musk,perfume_recommender_dataset,en,png,750x750,https://raw.githubusercontent.com/rawanalqarni/Perfumes_Recommender/main/Datasets/Dataset.csv,active,2025-07-10,Maximilian.Wilke,2025-07-10,Maximilian.Wilke,2025-07-10 14:47:13
dc5f25d4-76f1-4810-8f49-46a031c307ab,The Finest Rose EDP - 100 ml,249,"""Luxurious, Floral and soft""
A fragrant blend with endless creativity! Luxurious with its saffron component, Floral thanks to its Bulgarian rose notes and lilies, and soft from its attractive and romantic musk notes. This distinctive fragrance will not leave your side, as it lasts for long hours, and brings out a harmonious & beautiful Rose scent.
About the brand:
Discover this collection of charming & velvety oriental perfumes ""The Finest"". A luxurious set characterized by its elegance & charm, introducing the most endearing Arabic notes in its essence. â€œThe Finestâ€ offers a new take on Oriental fragrances, revealing its uniqueness through its main 3 fragrances: Oud, Rose & Amber.",5,2 Rating,https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/t/h/the-finest-rose.jpg,The Finest,345,Women,Perfume,Romantic,Floral,100 ml,2017.0,"Saffron, Bulgarian Rose, Musk",Eau de Parfum,Saffron,Bulgarian Rose,Musk,perfume_recommender_dataset,en,png,750x750,https://raw.githubusercontent.com/rawanalqarni/Perfumes_Recommender/main/Datasets/Dataset.csv,active,2025-07-10,Maximilian.Wilke,2025-07-10,Maximilian.Wilke,2025-07-10 14:47:13
7852306d-aef8-47f2-a72e-3a1b391c6797,Al Majed For Oud Maamoul Dossary - 130 g,58,"It's an oriental incense extracted from the luxurious oud to fill your house with vitality and freshness. The intense scent spreads quickly and lasts for a long time.
About the brand:
Al Majed For Oud Company was established in 1956 to establish a promising market in the field of oud trade through the wholesale sector to culminate more than 60 years of experience in the manufacture of oud and perfumes and their preparations across the Gulf market, by creating new aromatic lines that contributed to expanding the customer base and orientation More than 160 sales platforms in the Kingdom of Saudi Arabia and the Gulf countries.",none,none,https://assets.goldenscent.com/catalog/product/cache/1/small_image/750x750/9df78eab33525d08d6e5fb8d27136e95/6/2/6285091015032-almajed-for-oud-maamoul-dossary---130-gm-1.png,Al Majed For Oud,18,Unisex,Bakhoor,Charismatic,Oud,100 ml,2017.0,Unknown,Eau de Parfum,Unknown,Unknown,Unknown,perfume_recommender_dataset,en,png,750x750,https://raw.githubusercontent.com/rawanalqarni/Perfumes_Recommender/main/Datasets/Dataset.csv,active,2025-07-10,Maximilian.Wilke,2025-07-10,Maximilian.Wilke,2025-07-10 14:47:13
9b687e12-8456-4276-92c5-c963a6cef9d4,Calvin Klein Euphoria Men Intense,145,"A mixture of an infinite number of oriental spices with strong fragrances that give you a distinctive oriental charm and a shiny romantic touch that makes you special on special days and special evenings, the fragrance has a strong smell that spreads quickly and draws attention easily to you
About the brand:
Founded in 1856, Burberry is a trusted luxury design house, world famous for its accessories, tartan patterns, and sturdy trench coats . Their famous motifs are often copied and imitated across the globe; however, none can match the quality of this staple of British fashion. Their fragrances match many qualities of their apparel: classic, long-lasting, and elegant.",4,3 Rating,https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/a/calvin_klein_euphoria_men_intense_eau_de_toilette_1.jpg,Calvin Klein,75,Women,Perfume,Romantic,Soft Oriental,100 ml,2008.0,"ginger, hot pepper, warm cedar, smoky vetiver, savory sage, spicy black basil, myrrh, powerful labdanum, amber, somber earthy patchouli, musty agar wood",Eau de Toilette,"ginger, hot pepper","warm cedar, smoky vetiver, savory sage, spicy black basil","myrrh, powerful labdanum, amber, somber earthy patchouli, musty agar wood",perfume_recommender_dataset,en,png,750x750,https://raw.githubusercontent.com/rawanalqarni/Perfumes_Recommender/main/Datasets/Dataset.csv,active,2025-07-10,Maximilian.Wilke,2025-07-10,Maximilian.Wilke,2025-07-10 14:47:13
